,Fecha,Región,Generación Neta MW,Demanda Neta MW,Diferencia MW
101,08-08-2023 23_01_25,Baja California Sur,620.0,605.0,15.0
102,08-08-2023 23_01_25,CENTRAL,5338.0,7366.0,-2028.0
103,08-08-2023 23_01_25,NORESTE,14508.0,10655.0,3853.0
104,08-08-2023 23_01_25,NOROESTE,4733.0,5430.0,-697.0
105,08-08-2023 23_01_25,NORTE,4417.0,5014.0,-597.0
106,08-08-2023 23_01_25,OCCIDENTAL,6851.0,9485.0,-2634.0
107,08-08-2023 23_01_25,ORIENTAL,10979.0,7831.0,3148.0
108,08-08-2023 23_01_25,PENINSULAR,1512.0,2490.0,-978.0
109,08-08-2023 23_01_25,S.I. NACIONAL,48334.0,48278.0,56.0
110,09-08-2023 08_29_12,Baja California,2196.0,2197.0,-1.0
111,09-08-2023 08_29_12,Baja California Sur,477.0,463.0,14.0
112,09-08-2023 08_29_12,CENTRAL,4528.0,7032.0,-2504.0
113,09-08-2023 08_29_12,NORESTE,12663.0,9077.0,3586.0
114,09-08-2023 08_29_12,NOROESTE,4149.0,4115.0,34.0
115,09-08-2023 08_29_12,NORTE,5479.0,4658.0,821.0
116,09-08-2023 08_29_12,OCCIDENTAL,7240.0,8994.0,-1754.0
117,09-08-2023 08_29_12,ORIENTAL,7339.0,6707.0,632.0
118,09-08-2023 08_29_12,PENINSULAR,1529.0,2029.0,-500.0
119,09-08-2023 08_29_12,S.I. NACIONAL,42915.0,42611.0,304.0
120,09-08-2023 10_06_02,Baja California,2225.0,2440.0,-215.0
121,09-08-2023 10_06_02,Baja California Sur,523.0,505.0,18.0
122,09-08-2023 10_06_02,CENTRAL,4622.0,7492.0,-2870.0
123,09-08-2023 10_06_02,NORESTE,12579.0,9525.0,3054.0
124,09-08-2023 10_06_02,NOROESTE,4433.0,4422.0,11.0
125,09-08-2023 10_06_02,NORTE,5711.0,4804.0,907.0
126,09-08-2023 10_06_02,OCCIDENTAL,7491.0,9371.0,-1880.0
127,09-08-2023 10_06_02,ORIENTAL,8496.0,6982.0,1514.0
128,09-08-2023 10_06_02,PENINSULAR,1669.0,2120.0,-451.0
129,09-08-2023 10_06_02,S.I. NACIONAL,45022.0,44711.0,311.0
130,10-08-2023 03_30_24,Baja California,2082.0,2186.0,-104.0
131,10-08-2023 03_30_24,Baja California Sur,507.0,496.0,11.0
132,10-08-2023 03_30_24,CENTRAL,4508.0,6018.0,-1510.0
133,10-08-2023 03_30_24,NORESTE,13485.0,9252.0,4233.0
134,10-08-2023 03_30_24,NOROESTE,4533.0,4060.0,473.0
135,10-08-2023 03_30_24,NORTE,4311.0,4447.0,-136.0
136,10-08-2023 03_30_24,OCCIDENTAL,5540.0,8089.0,-2549.0
137,10-08-2023 03_30_24,ORIENTAL,7239.0,7044.0,195.0
138,10-08-2023 03_30_24,PENINSULAR,1518.0,2176.0,-658.0
139,10-08-2023 03_30_24,S.I. NACIONAL,41128.0,41087.0,41.0
140,10-08-2023 04_02_26,Baja California,2052.0,2139.0,-87.0
141,10-08-2023 04_02_26,Baja California Sur,498.0,487.0,11.0
142,10-08-2023 04_02_26,CENTRAL,4503.0,5889.0,-1386.0
143,10-08-2023 04_02_26,NORESTE,13233.0,9083.0,4150.0
144,10-08-2023 04_02_26,NOROESTE,4391.0,4001.0,390.0
145,10-08-2023 04_02_26,NORTE,4279.0,4421.0,-142.0
146,10-08-2023 04_02_26,OCCIDENTAL,5501.0,8102.0,-2601.0
147,10-08-2023 04_02_26,ORIENTAL,7157.0,6944.0,213.0
148,10-08-2023 04_02_26,PENINSULAR,1490.0,2122.0,-632.0
149,10-08-2023 04_02_26,S.I. NACIONAL,40592.0,40559.0,33.0
150,10-08-2023 05_15_49,Baja California,2053.0,2114.0,-61.0
151,10-08-2023 05_15_49,Baja California Sur,477.0,470.0,7.0
152,10-08-2023 05_15_49,CENTRAL,4520.0,5917.0,-1397.0
153,10-08-2023 05_15_49,NORESTE,13554.0,9033.0,4521.0
154,10-08-2023 05_15_49,NOROESTE,4257.0,3860.0,397.0
155,10-08-2023 05_15_49,NORTE,4298.0,4403.0,-105.0
156,10-08-2023 05_15_49,OCCIDENTAL,5203.0,8092.0,-2889.0
157,10-08-2023 05_15_49,ORIENTAL,7039.0,6723.0,316.0
158,10-08-2023 05_15_49,PENINSULAR,1379.0,2030.0,-651.0
159,10-08-2023 05_15_49,S.I. NACIONAL,40255.0,40058.0,197.0
160,10-08-2023 06_15_14,Baja California,2080.0,2071.0,9.0
161,10-08-2023 06_15_14,Baja California Sur,470.0,459.0,11.0
162,10-08-2023 06_15_14,CENTRAL,4626.0,6346.0,-1720.0
163,10-08-2023 06_15_14,NORESTE,13565.0,8590.0,4975.0
164,10-08-2023 06_15_14,NOROESTE,3992.0,3749.0,243.0
165,10-08-2023 06_15_14,NORTE,4140.0,4436.0,-296.0
166,10-08-2023 06_15_14,OCCIDENTAL,5164.0,8249.0,-3085.0
167,10-08-2023 06_15_14,ORIENTAL,7176.0,6455.0,721.0
168,10-08-2023 06_15_14,PENINSULAR,1349.0,1917.0,-568.0
169,10-08-2023 06_15_14,S.I. NACIONAL,39991.0,39738.0,253.0
170,10-08-2023 07_30_26,Baja California,2062.0,2067.0,-5.0
171,10-08-2023 07_30_26,Baja California Sur,441.0,433.0,8.0
172,10-08-2023 07_30_26,CENTRAL,4588.0,6807.0,-2219.0
173,10-08-2023 07_30_26,NORESTE,12924.0,8708.0,4216.0
174,10-08-2023 07_30_26,NOROESTE,3808.0,3602.0,206.0
175,10-08-2023 07_30_26,NORTE,4728.0,4525.0,203.0
176,10-08-2023 07_30_26,OCCIDENTAL,6103.0,8659.0,-2556.0
177,10-08-2023 07_30_26,ORIENTAL,7373.0,6506.0,867.0
178,10-08-2023 07_30_26,PENINSULAR,1556.0,1990.0,-434.0
179,10-08-2023 07_30_26,S.I. NACIONAL,41082.0,40810.0,272.0
180,10-08-2023 13_13_47,Baja California,2748.0,2842.0,-94.0
181,10-08-2023 13_13_47,Baja California Sur,574.0,554.0,20.0
182,10-08-2023 13_13_47,CENTRAL,5273.0,7949.0,-2676.0
183,10-08-2023 13_13_47,NORESTE,13154.0,10346.0,2808.0
184,10-08-2023 13_13_47,NOROESTE,4913.0,4521.0,392.0
185,10-08-2023 13_13_47,NORTE,5882.0,5038.0,844.0
186,10-08-2023 13_13_47,OCCIDENTAL,7881.0,9897.0,-2016.0
187,10-08-2023 13_13_47,ORIENTAL,8828.0,7404.0,1424.0
188,10-08-2023 13_13_47,PENINSULAR,1789.0,2297.0,-508.0
189,10-08-2023 13_13_47,S.I. NACIONAL,47713.0,47460.0,253.0
190,10-08-2023 14_11_51,Baja California,2749.0,2912.0,-163.0
191,10-08-2023 14_11_51,Baja California Sur,579.0,562.0,17.0
192,10-08-2023 14_11_51,CENTRAL,5530.0,8030.0,-2500.0
193,10-08-2023 14_11_51,NORESTE,12815.0,10499.0,2316.0
194,10-08-2023 14_11_51,NOROESTE,5110.0,4736.0,374.0
195,10-08-2023 14_11_51,NORTE,6085.0,5156.0,929.0
196,10-08-2023 14_11_51,OCCIDENTAL,7648.0,9722.0,-2074.0
197,10-08-2023 14_11_51,ORIENTAL,9363.0,7634.0,1729.0
198,10-08-2023 14_11_51,PENINSULAR,1890.0,2358.0,-468.0
199,10-08-2023 14_11_51,S.I. NACIONAL,48436.0,48142.0,294.0
200,10-08-2023 15_12_04,Baja California,2818.0,2951.0,-133.0
201,10-08-2023 15_12_04,Baja California Sur,585.0,566.0,19.0
202,10-08-2023 15_12_04,CENTRAL,5365.0,7936.0,-2571.0
203,10-08-2023 15_12_04,NORESTE,13053.0,10754.0,2299.0
204,10-08-2023 15_12_04,NOROESTE,5066.0,4881.0,185.0
205,10-08-2023 15_12_04,NORTE,5977.0,5143.0,834.0
206,10-08-2023 15_12_04,OCCIDENTAL,7874.0,10032.0,-2158.0
207,10-08-2023 15_12_04,ORIENTAL,9950.0,7725.0,2225.0
208,10-08-2023 15_12_04,PENINSULAR,1883.0,2432.0,-549.0
209,10-08-2023 15_12_04,S.I. NACIONAL,49151.0,48897.0,254.0
210,10-08-2023 16_06_50,Baja California,2823.0,2987.0,-164.0
211,10-08-2023 16_06_50,Baja California Sur,574.0,559.0,15.0
212,10-08-2023 16_06_50,CENTRAL,5516.0,8057.0,-2541.0
213,10-08-2023 16_06_50,NORESTE,13443.0,10820.0,2623.0
214,10-08-2023 16_06_50,NOROESTE,5175.0,4889.0,286.0
215,10-08-2023 16_06_50,NORTE,5767.0,5212.0,555.0
216,10-08-2023 16_06_50,OCCIDENTAL,7779.0,10106.0,-2327.0
217,10-08-2023 16_06_50,ORIENTAL,9780.0,7711.0,2069.0
218,10-08-2023 16_06_50,PENINSULAR,1962.0,2469.0,-507.0
219,10-08-2023 16_06_50,S.I. NACIONAL,49414.0,49252.0,162.0
220,10-08-2023 17_02_57,Baja California,2816.0,2989.0,-173.0
221,10-08-2023 17_02_57,Baja California Sur,577.0,561.0,16.0
222,10-08-2023 17_02_57,CENTRAL,5783.0,7950.0,-2167.0
223,10-08-2023 17_02_57,NORESTE,13745.0,10812.0,2933.0
224,10-08-2023 17_02_57,NOROESTE,5127.0,4989.0,138.0
225,10-08-2023 17_02_57,NORTE,5592.0,5203.0,389.0
226,10-08-2023 17_02_57,OCCIDENTAL,7459.0,10063.0,-2604.0
227,10-08-2023 17_02_57,ORIENTAL,9838.0,7750.0,2088.0
228,10-08-2023 17_02_57,PENINSULAR,1863.0,2448.0,-585.0
229,10-08-2023 17_02_57,S.I. NACIONAL,49415.0,49230.0,185.0
